HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_17978	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_19606_RS	Acinetobacter_baumannii_AB30	Acinetobacter_baumannii_AB30_RS
N0.HOG0002395	OG0002319	n0	A1S_2859	GO593_03300	GO593_RS03300	IX87_11185	IX87_RS10925
N0.HOG0002396	OG0002320	n0	A1S_2860	GO593_03305	GO593_RS03305	IX87_11190	IX87_RS10930
N0.HOG0002397	OG0002321	n0	A1S_2861	GO593_03310	GO593_RS03310	IX87_11195	IX87_RS10935
N0.HOG0002398	OG0002322	n0	A1S_2862	GO593_03315	GO593_RS03315	IX87_11200	IX87_RS10940
N0.HOG0002399	OG0002323	n0	A1S_2863	GO593_03320	GO593_RS03320	IX87_11205	IX87_RS10945
N0.HOG0002400	OG0002324	n0	A1S_2864	GO593_03325	GO593_RS03325	IX87_11210	IX87_RS10950
N0.HOG0002401	OG0002325	n0	A1S_2865	GO593_03330	GO593_RS03330	IX87_11215	IX87_RS10955
N0.HOG0002402	OG0002326	n0	A1S_2866	GO593_03335	GO593_RS03335	IX87_11220	IX87_RS10960
N0.HOG0002403	OG0002327	n0	A1S_2868	GO593_03340	GO593_RS03340	IX87_11225	IX87_RS10965
N0.HOG0002404	OG0002328	n0	A1S_2869	GO593_03345	GO593_RS03345	IX87_11230	IX87_RS10970
N0.HOG0002405	OG0002329	n0	A1S_2870	GO593_03350	GO593_RS03350	IX87_11235	IX87_RS10975
N0.HOG0002406	OG0002330	n0	A1S_2871	GO593_03355	GO593_RS03355	IX87_11240	IX87_RS10980
N0.HOG0002407	OG0002331	n0	A1S_2872	GO593_03360	GO593_RS03360	IX87_11245	IX87_RS10985
N0.HOG0002408	OG0002332	n0	A1S_2873	GO593_03365	GO593_RS03365	IX87_11250	IX87_RS10990
N0.HOG0002409	OG0002333	n0	A1S_2874	GO593_03370	GO593_RS03370	IX87_11255	IX87_RS10995
N0.HOG0002410	OG0002334	n0	A1S_2875	GO593_03375	GO593_RS03375	IX87_11260	IX87_RS11000
N0.HOG0002411	OG0002335	n0	A1S_2876	GO593_03380	GO593_RS03380	IX87_11265	IX87_RS11005
N0.HOG0002412	OG0002336	n0	A1S_2877	GO593_03385	GO593_RS03385	IX87_11270	IX87_RS11010
N0.HOG0002413	OG0002337	n0	A1S_2878	GO593_03390	GO593_RS03390	IX87_11275	IX87_RS11015
N0.HOG0002414	OG0002338	n0	A1S_2879	GO593_03395	GO593_RS03395	IX87_11280	IX87_RS11020
N0.HOG0002415	OG0002339	n0	A1S_2880	GO593_03400	GO593_RS03400	IX87_11285	IX87_RS11025
N0.HOG0002416	OG0002340	n0	A1S_2881	GO593_03405	GO593_RS03405	IX87_11290	IX87_RS11030
N0.HOG0002417	OG0002341	n0	A1S_2882	GO593_03410	GO593_RS03410	IX87_11295	IX87_RS11035
N0.HOG0002418	OG0002342	n0	A1S_2883	GO593_03415	GO593_RS03415	IX87_11300	IX87_RS11040
N0.HOG0002419	OG0002343	n0	A1S_2884	GO593_03420	GO593_RS03420	IX87_11305	IX87_RS11045
N0.HOG0002420	OG0002344	n0	A1S_2885	GO593_03425	GO593_RS03425	IX87_11310	IX87_RS11050
N0.HOG0002421	OG0002345	n0	A1S_2887	GO593_03435	GO593_RS03435	IX87_11320	IX87_RS11060
N0.HOG0002422	OG0002346	n0	A1S_2888	GO593_03450	GO593_RS03450	IX87_11325	IX87_RS11065
N0.HOG0002423	OG0002347	n0	A1S_2889	GO593_03455	GO593_RS03455	IX87_11330	IX87_RS11070
N0.HOG0002424	OG0002348	n0	A1S_2890	GO593_03460	GO593_RS03460	IX87_11335	IX87_RS11075
N0.HOG0002425	OG0002349	n0	A1S_2891	GO593_03465	GO593_RS03465	IX87_11340	IX87_RS11080
N0.HOG0002426	OG0002350	n0	A1S_2893	GO593_03475	GO593_RS03475	IX87_11350	IX87_RS11090
N0.HOG0002427	OG0002351	n0	A1S_2894	GO593_03480	GO593_RS03480	IX87_11355	IX87_RS11095
N0.HOG0002428	OG0002352	n0	A1S_2895	GO593_03490	GO593_RS03490	IX87_11365	IX87_RS11105
N0.HOG0002429	OG0002353	n0	A1S_2898	GO593_03505	GO593_RS03505	IX87_11400	IX87_RS11140
N0.HOG0002430	OG0002354	n0	A1S_2899	GO593_03510	GO593_RS03510	IX87_11405	IX87_RS11145
N0.HOG0002431	OG0002355	n0	A1S_2900	GO593_03515	GO593_RS03515	IX87_11410	IX87_RS11150
N0.HOG0002432	OG0002356	n0	A1S_2901	GO593_03520	GO593_RS03520	IX87_11415	IX87_RS11155
N0.HOG0002433	OG0002357	n0	A1S_2902	GO593_03525	GO593_RS03525	IX87_11420	IX87_RS11160
N0.HOG0002434	OG0002358	n0	A1S_2903	GO593_03530	GO593_RS03530	IX87_11425	IX87_RS11165
N0.HOG0002435	OG0002359	n0	A1S_2904	GO593_03535	GO593_RS03535	IX87_11430	IX87_RS11170
N0.HOG0002436	OG0002360	n0	A1S_2905	GO593_03540	GO593_RS03540	IX87_11435	IX87_RS11175
N0.HOG0002437	OG0002361	n0	A1S_2906	GO593_03545	GO593_RS03545	IX87_11440	IX87_RS11180
N0.HOG0002438	OG0002362	n0	A1S_2910	GO593_03555	GO593_RS03555	IX87_11485	IX87_RS11225
N0.HOG0002439	OG0002363	n0	A1S_2911	GO593_03570	GO593_RS03570	IX87_11495	IX87_RS11235
N0.HOG0002440	OG0002364	n0	A1S_2912	GO593_03575	GO593_RS03575	IX87_11500	IX87_RS11240
N0.HOG0002441	OG0002365	n0	A1S_2913	GO593_03580	GO593_RS03580	IX87_11505	IX87_RS11245
N0.HOG0002442	OG0002366	n0	A1S_2914	GO593_03585	GO593_RS03585	IX87_11510	IX87_RS11250
N0.HOG0002443	OG0002367	n0	A1S_2916	GO593_03590	GO593_RS03590	IX87_11515	IX87_RS11255
N0.HOG0002444	OG0002368	n0	A1S_2917	GO593_03595	GO593_RS03595	IX87_11520	IX87_RS11260
N0.HOG0002445	OG0002369	n0	A1S_2918	GO593_03600	GO593_RS03600	IX87_11525	IX87_RS11265
N0.HOG0002446	OG0002370	n0	A1S_2920	GO593_03610	GO593_RS03610	IX87_11535	IX87_RS11275
N0.HOG0002447	OG0002371	n0	A1S_2921	GO593_03615	GO593_RS03615	IX87_11540	IX87_RS11280
N0.HOG0002448	OG0002372	n0	A1S_2922	GO593_03620	GO593_RS03620	IX87_11545	IX87_RS11285
N0.HOG0002449	OG0002373	n0	A1S_2923	GO593_03630	GO593_RS03630	IX87_11555	IX87_RS11295
N0.HOG0002450	OG0002374	n0	A1S_2924	GO593_03635	GO593_RS03635	IX87_11560	IX87_RS11300
N0.HOG0002451	OG0002375	n0	A1S_2925	GO593_03640	GO593_RS03640	IX87_11565	IX87_RS11305
N0.HOG0002452	OG0002376	n0	A1S_2927			IX87_01940, IX87_08145	IX87_RS01865, IX87_RS07945
N0.HOG0002453	OG0002377	n0	A1S_2937	GO593_18825, GO593_18775	GO593_RS18825, GO593_RS18775		
N0.HOG0002454	OG0002378	n0	A1S_2946	GO593_03645	GO593_RS03645	IX87_11570	IX87_RS11310
N0.HOG0002455	OG0002379	n0	A1S_2947	GO593_03650	GO593_RS03650	IX87_11575	IX87_RS11315
N0.HOG0002456	OG0002380	n0	A1S_2949	GO593_03655	GO593_RS03655	IX87_11580	IX87_RS11320
N0.HOG0002457	OG0002381	n0	A1S_2950	GO593_03660	GO593_RS03660	IX87_11585	IX87_RS11325
N0.HOG0002458	OG0002382	n0	A1S_2951	GO593_03665	GO593_RS03665	IX87_11590	IX87_RS11330
N0.HOG0002459	OG0002383	n0	A1S_2952	GO593_03675	GO593_RS03675	IX87_11600	IX87_RS11340
N0.HOG0002460	OG0002384	n0	A1S_2955	GO593_06385	GO593_RS06385	IX87_14635	IX87_RS14325
N0.HOG0002461	OG0002385	n0	A1S_2956	GO593_06380	GO593_RS06380	IX87_14630	IX87_RS14320
N0.HOG0002462	OG0002386	n0	A1S_2957	GO593_06365	GO593_RS06365	IX87_14615	IX87_RS14305
N0.HOG0002463	OG0002387	n0	A1S_2959	GO593_06355	GO593_RS06355	IX87_14605	IX87_RS14295
N0.HOG0002464	OG0002388	n0	A1S_2960	GO593_06350	GO593_RS06350	IX87_14595	IX87_RS14290
N0.HOG0002465	OG0002389	n0	A1S_2961	GO593_06335	GO593_RS06335	IX87_14580	IX87_RS14275
N0.HOG0002466	OG0002390	n0	A1S_2962	GO593_06330	GO593_RS06330	IX87_14575	IX87_RS14270
N0.HOG0002467	OG0002391	n0	A1S_2963	GO593_06325	GO593_RS06325	IX87_14570	IX87_RS14265
N0.HOG0002468	OG0002392	n0	A1S_2964	GO593_06320	GO593_RS06320	IX87_14565	IX87_RS14260
N0.HOG0002469	OG0002393	n0	A1S_2965	GO593_06315	GO593_RS06315	IX87_14555	IX87_RS14250
N0.HOG0002470	OG0002394	n0	A1S_2966	GO593_06310	GO593_RS06310	IX87_14550	IX87_RS14245
N0.HOG0002471	OG0002395	n0	A1S_2967	GO593_06305	GO593_RS06305	IX87_14545	IX87_RS14240
N0.HOG0002472	OG0002396	n0	A1S_2968	GO593_06300	GO593_RS06300	IX87_14540	IX87_RS14235
N0.HOG0002473	OG0002397	n0	A1S_2969	GO593_06295	GO593_RS06295	IX87_14535	IX87_RS14230
N0.HOG0002474	OG0002398	n0	A1S_2970	GO593_06285	GO593_RS06285	IX87_14525	IX87_RS14220
N0.HOG0002475	OG0002399	n0	A1S_2971	GO593_06280	GO593_RS06280	IX87_14520	IX87_RS14215
N0.HOG0002476	OG0002400	n0	A1S_2972	GO593_06275	GO593_RS06275	IX87_14515	IX87_RS14210
N0.HOG0002477	OG0002401	n0	A1S_2974	GO593_06270	GO593_RS06270	IX87_14505	IX87_RS14200
N0.HOG0002478	OG0002402	n0	A1S_2975	GO593_06265	GO593_RS06265	IX87_14490	IX87_RS14185
N0.HOG0002479	OG0002403	n0	A1S_2976	GO593_06260	GO593_RS06260	IX87_14485	IX87_RS14180
N0.HOG0002480	OG0002404	n0	A1S_2977	GO593_06255	GO593_RS06255	IX87_14480	IX87_RS14175
N0.HOG0002481	OG0002405	n0	A1S_2978	GO593_06250	GO593_RS06250	IX87_14475	IX87_RS14170
N0.HOG0002482	OG0002406	n0	A1S_2979	GO593_06245	GO593_RS06245	IX87_14470	IX87_RS14165
N0.HOG0002483	OG0002407	n0	A1S_2981	GO593_06240	GO593_RS06240	IX87_14465	IX87_RS14160
N0.HOG0002484	OG0002408	n0	A1S_2982	GO593_06235	GO593_RS06235	IX87_14460	IX87_RS14155
N0.HOG0002485	OG0002409	n0	A1S_2983	GO593_06230	GO593_RS06230	IX87_14455	IX87_RS14150
N0.HOG0002486	OG0002410	n0	A1S_2984	GO593_06225	GO593_RS06225	IX87_14450	IX87_RS14145
N0.HOG0002487	OG0002411	n0	A1S_2985	GO593_03705	GO593_RS03705	IX87_11630	IX87_RS11370
N0.HOG0002488	OG0002412	n0	A1S_2986	GO593_03710	GO593_RS03710	IX87_11635	IX87_RS11375
N0.HOG0002489	OG0002413	n0	A1S_2987	GO593_03715	GO593_RS03715	IX87_11640	IX87_RS11380
N0.HOG0002490	OG0002414	n0	A1S_2988	GO593_03720	GO593_RS03720	IX87_11645	IX87_RS11385
N0.HOG0002491	OG0002415	n0	A1S_2989	GO593_03725	GO593_RS03725	IX87_11650	IX87_RS11390
N0.HOG0002492	OG0002416	n0	A1S_2990	GO593_03730	GO593_RS03730	IX87_11655	IX87_RS11395
N0.HOG0002493	OG0002417	n0	A1S_2991	GO593_03735	GO593_RS03735	IX87_11660	IX87_RS11400
N0.HOG0002494	OG0002418	n0	A1S_2994	GO593_03740	GO593_RS03740	IX87_11665	IX87_RS11405
N0.HOG0002495	OG0002419	n0	A1S_2995	GO593_03745	GO593_RS03745	IX87_11670	IX87_RS11410
N0.HOG0002496	OG0002420	n0	A1S_2996	GO593_03750	GO593_RS03750	IX87_11675	IX87_RS11415
N0.HOG0002497	OG0002421	n0	A1S_2997	GO593_03755	GO593_RS03755	IX87_11680	IX87_RS11420
N0.HOG0002498	OG0002422	n0	A1S_2998	GO593_03760	GO593_RS03760	IX87_11685	IX87_RS11425
N0.HOG0002499	OG0002423	n0	A1S_2999	GO593_03765	GO593_RS03765	IX87_11690	IX87_RS11430
N0.HOG0002500	OG0002424	n0	A1S_3000	GO593_03770	GO593_RS03770	IX87_11695	IX87_RS11435
N0.HOG0002501	OG0002425	n0	A1S_3001	GO593_03775	GO593_RS03775	IX87_11700	IX87_RS11440
N0.HOG0002502	OG0002426	n0	A1S_3002	GO593_03780	GO593_RS03780	IX87_11705	IX87_RS11445
N0.HOG0002503	OG0002427	n0	A1S_3003	GO593_03785	GO593_RS03785	IX87_11710	IX87_RS11450
N0.HOG0002504	OG0002428	n0	A1S_3004	GO593_03790	GO593_RS03790	IX87_11715	IX87_RS11455
N0.HOG0002505	OG0002429	n0	A1S_3005	GO593_03795	GO593_RS03795	IX87_11720	IX87_RS11460
N0.HOG0002506	OG0002430	n0	A1S_3006	GO593_03800	GO593_RS03800	IX87_11725	IX87_RS11465
N0.HOG0002507	OG0002431	n0	A1S_3007	GO593_03805	GO593_RS03805	IX87_11730	IX87_RS11470
N0.HOG0002508	OG0002432	n0	A1S_3008	GO593_03810	GO593_RS03810	IX87_11735	IX87_RS11475
N0.HOG0002509	OG0002433	n0	A1S_3010	GO593_03820	GO593_RS03820	IX87_11745	IX87_RS11485
N0.HOG0002510	OG0002434	n0	A1S_3011	GO593_03825	GO593_RS03825	IX87_11750	IX87_RS11490
N0.HOG0002511	OG0002435	n0	A1S_3012	GO593_03830	GO593_RS03830	IX87_11755	IX87_RS11495
N0.HOG0002512	OG0002436	n0	A1S_3013	GO593_03835	GO593_RS03835	IX87_11760	IX87_RS11500
N0.HOG0002513	OG0002437	n0	A1S_3014	GO593_03840	GO593_RS03840	IX87_11765	IX87_RS11505
N0.HOG0002514	OG0002438	n0	A1S_3017	GO593_03875	GO593_RS03875	IX87_11800	IX87_RS11540
N0.HOG0002515	OG0002439	n0	A1S_3021	GO593_03880	GO593_RS03880	IX87_11805	IX87_RS11545
N0.HOG0002516	OG0002440	n0	A1S_3022	GO593_03885	GO593_RS03885	IX87_11810	IX87_RS11550
N0.HOG0002517	OG0002441	n0	A1S_3024	GO593_03895	GO593_RS03895	IX87_11820	IX87_RS11560
N0.HOG0002518	OG0002442	n0	A1S_3025	GO593_03900	GO593_RS03900	IX87_11825	IX87_RS11565
N0.HOG0002519	OG0002443	n0	A1S_3026	GO593_03905	GO593_RS03905	IX87_11830	IX87_RS11570
N0.HOG0002520	OG0002444	n0	A1S_3027	GO593_03910	GO593_RS03910	IX87_11835	IX87_RS11575
N0.HOG0002521	OG0002445	n0	A1S_3029	GO593_03915	GO593_RS03915	IX87_11840	IX87_RS11580
N0.HOG0002522	OG0002446	n0	A1S_3030	GO593_03920	GO593_RS03920	IX87_11845	IX87_RS11585
N0.HOG0002523	OG0002447	n0	A1S_3031	GO593_03925	GO593_RS03925	IX87_11850	IX87_RS11590
N0.HOG0002524	OG0002448	n0	A1S_3032	GO593_03930	GO593_RS03930	IX87_11855	IX87_RS11595
N0.HOG0002525	OG0002449	n0	A1S_3033	GO593_03935	GO593_RS03935	IX87_11860	IX87_RS11600
N0.HOG0002526	OG0002450	n0	A1S_3034	GO593_03940	GO593_RS03940	IX87_11865	IX87_RS11605
N0.HOG0002527	OG0002451	n0	A1S_3035	GO593_03945	GO593_RS03945	IX87_11870	IX87_RS11610
N0.HOG0002528	OG0002452	n0	A1S_3036	GO593_03950	GO593_RS03950	IX87_11875	IX87_RS11615
N0.HOG0002529	OG0002453	n0	A1S_3037	GO593_03955	GO593_RS03955	IX87_11880	IX87_RS11620
N0.HOG0002530	OG0002454	n0	A1S_3038	GO593_03960	GO593_RS03960	IX87_11885	IX87_RS11625
N0.HOG0002531	OG0002455	n0	A1S_3040	GO593_03970	GO593_RS03970	IX87_11895	IX87_RS11635
N0.HOG0002532	OG0002456	n0	A1S_3041	GO593_03975	GO593_RS03975	IX87_11900	IX87_RS11640
N0.HOG0002533	OG0002457	n0	A1S_3043	GO593_03990	GO593_RS03990	IX87_11920	IX87_RS11655
N0.HOG0002534	OG0002458	n0	A1S_3044	GO593_03995	GO593_RS03995	IX87_11925	IX87_RS11660
N0.HOG0002535	OG0002459	n0	A1S_3045	GO593_04015	GO593_RS04015	IX87_11945	IX87_RS11680
N0.HOG0002536	OG0002460	n0	A1S_3047	GO593_04020	GO593_RS04020	IX87_11950	IX87_RS11685
N0.HOG0002537	OG0002461	n0	A1S_3048	GO593_04025	GO593_RS04025	IX87_11955	IX87_RS11690
N0.HOG0002538	OG0002462	n0	A1S_3049	GO593_04035	GO593_RS04035	IX87_11965	IX87_RS11700
N0.HOG0002539	OG0002463	n0	A1S_3050	GO593_04040	GO593_RS04040	IX87_11970	IX87_RS11705
N0.HOG0002540	OG0002464	n0	A1S_3051	GO593_04045	GO593_RS04045	IX87_11975	IX87_RS11710
N0.HOG0002541	OG0002465	n0	A1S_3052	GO593_04055	GO593_RS04055	IX87_11990	IX87_RS11720
N0.HOG0002542	OG0002466	n0	A1S_3053	GO593_04060	GO593_RS04060	IX87_11995	IX87_RS11725
N0.HOG0002543	OG0002467	n0	A1S_3054	GO593_04065	GO593_RS04065	IX87_12000	IX87_RS11730
N0.HOG0002544	OG0002468	n0	A1S_3055	GO593_04070	GO593_RS04070	IX87_12005	IX87_RS11735
N0.HOG0002545	OG0002469	n0	A1S_3056	GO593_04075	GO593_RS04075	IX87_12010	IX87_RS11740
N0.HOG0002546	OG0002470	n0	A1S_3057	GO593_04080	GO593_RS04080	IX87_12015	IX87_RS11745
N0.HOG0002547	OG0002471	n0	A1S_3058	GO593_04085	GO593_RS04085	IX87_12020	IX87_RS11750
N0.HOG0002548	OG0002472	n0	A1S_3059	GO593_04090	GO593_RS04090	IX87_12025	IX87_RS11755
N0.HOG0002549	OG0002473	n0	A1S_3060	GO593_04095	GO593_RS04095	IX87_12030	IX87_RS11760
N0.HOG0002550	OG0002474	n0	A1S_3061	GO593_04100	GO593_RS04100	IX87_12035	IX87_RS11765
N0.HOG0002551	OG0002475	n0	A1S_3062	GO593_04105	GO593_RS04105	IX87_12040	IX87_RS11770
N0.HOG0002552	OG0002476	n0	A1S_3063	GO593_04110	GO593_RS04110	IX87_12045	IX87_RS11775
N0.HOG0002553	OG0002477	n0	A1S_3064	GO593_04115	GO593_RS04115	IX87_12050	IX87_RS11780
N0.HOG0002554	OG0002478	n0	A1S_3065	GO593_04120	GO593_RS04120	IX87_12055	IX87_RS11785
N0.HOG0002555	OG0002479	n0	A1S_3066	GO593_04125	GO593_RS04125	IX87_12060	IX87_RS11790
N0.HOG0002556	OG0002480	n0	A1S_3067	GO593_04130	GO593_RS04130	IX87_12065	IX87_RS11795
N0.HOG0002557	OG0002481	n0	A1S_3068	GO593_04135	GO593_RS04135	IX87_12070	IX87_RS11800
N0.HOG0002558	OG0002482	n0	A1S_3069	GO593_04140	GO593_RS04140	IX87_12075	IX87_RS11805
N0.HOG0002559	OG0002483	n0	A1S_3070	GO593_04145	GO593_RS04145	IX87_12080	IX87_RS11810
N0.HOG0002560	OG0002484	n0	A1S_3071	GO593_04150	GO593_RS04150	IX87_12085	IX87_RS11815
N0.HOG0002561	OG0002485	n0	A1S_3072	GO593_04155	GO593_RS04155	IX87_12090	IX87_RS11820
N0.HOG0002562	OG0002486	n0	A1S_3073	GO593_04160	GO593_RS04160	IX87_12095	IX87_RS11825
N0.HOG0002563	OG0002487	n0	A1S_3074	GO593_04165	GO593_RS04165	IX87_12100	IX87_RS11830
N0.HOG0002564	OG0002488	n0	A1S_3076	GO593_04175	GO593_RS04175	IX87_12110	IX87_RS11840
N0.HOG0002565	OG0002489	n0	A1S_3077	GO593_04185	GO593_RS04185	IX87_12120	IX87_RS11850
N0.HOG0002566	OG0002490	n0	A1S_3078	GO593_04190	GO593_RS04190	IX87_12125	IX87_RS11855
N0.HOG0002567	OG0002491	n0	A1S_3079	GO593_04195	GO593_RS04195	IX87_12130	IX87_RS11860
N0.HOG0002568	OG0002492	n0	A1S_3080	GO593_04200	GO593_RS04200	IX87_12135	IX87_RS11865
N0.HOG0002569	OG0002493	n0	A1S_3081	GO593_04205	GO593_RS04205	IX87_12140	IX87_RS11870
N0.HOG0002570	OG0002494	n0	A1S_3082	GO593_04210	GO593_RS04210	IX87_12145	IX87_RS11875
N0.HOG0002571	OG0002495	n0	A1S_3083	GO593_04215	GO593_RS04215	IX87_12150	IX87_RS11880
N0.HOG0002572	OG0002496	n0	A1S_3084	GO593_04220	GO593_RS04220	IX87_12155	IX87_RS11885
N0.HOG0002573	OG0002497	n0	A1S_3085	GO593_04225	GO593_RS04225	IX87_12160	IX87_RS11890
N0.HOG0002574	OG0002498	n0	A1S_3086	GO593_04230	GO593_RS04230	IX87_12165	IX87_RS11895
N0.HOG0002575	OG0002499	n0	A1S_3087	GO593_04235	GO593_RS04235	IX87_12170	IX87_RS11900
N0.HOG0002576	OG0002500	n0	A1S_3089	GO593_04245	GO593_RS04245	IX87_12180	IX87_RS11910
N0.HOG0002577	OG0002501	n0	A1S_3090	GO593_04250	GO593_RS04250	IX87_12185	IX87_RS11915
N0.HOG0002578	OG0002502	n0	A1S_3091	GO593_04255	GO593_RS04255	IX87_12190	IX87_RS11920
N0.HOG0002579	OG0002503	n0	A1S_3092	GO593_04260	GO593_RS04260	IX87_12195	IX87_RS11925
N0.HOG0002580	OG0002504	n0	A1S_3094	GO593_04265	GO593_RS04265	IX87_12200	IX87_RS11930
N0.HOG0002581	OG0002505	n0	A1S_3095	GO593_04270	GO593_RS04270	IX87_12205	IX87_RS11935
N0.HOG0002582	OG0002506	n0	A1S_3096	GO593_04275	GO593_RS04275	IX87_12210	IX87_RS11940
N0.HOG0002583	OG0002507	n0	A1S_3097	GO593_04285	GO593_RS04285	IX87_12220	IX87_RS11950
N0.HOG0002584	OG0002508	n0	A1S_3098	GO593_04290	GO593_RS04290	IX87_12225	IX87_RS11955
N0.HOG0002585	OG0002509	n0	A1S_3099	GO593_04295	GO593_RS04295	IX87_12230	IX87_RS11960
N0.HOG0002586	OG0002510	n0	A1S_3100	GO593_04300	GO593_RS04300	IX87_12235	IX87_RS11965
N0.HOG0002587	OG0002511	n0	A1S_3101	GO593_04305	GO593_RS04305	IX87_12240	IX87_RS11970
N0.HOG0002588	OG0002512	n0	A1S_3102	GO593_04310	GO593_RS04310	IX87_12245	IX87_RS11975
N0.HOG0002589	OG0002513	n0	A1S_3103	GO593_04315	GO593_RS04315	IX87_12250	IX87_RS11980
N0.HOG0002590	OG0002514	n0	A1S_3104	GO593_04325	GO593_RS04325	IX87_12260	IX87_RS11990
N0.HOG0002591	OG0002515	n0	A1S_3105	GO593_04330	GO593_RS04330	IX87_12265	IX87_RS11995
N0.HOG0002592	OG0002516	n0	A1S_3106	GO593_04335	GO593_RS04335	IX87_12270	IX87_RS12000
N0.HOG0002593	OG0002517	n0	A1S_3107	GO593_04340	GO593_RS04340	IX87_12275	IX87_RS12005
N0.HOG0002594	OG0002518	n0	A1S_3108	GO593_04345	GO593_RS04345	IX87_12280	IX87_RS12010
N0.HOG0002595	OG0002519	n0	A1S_3109	GO593_04350	GO593_RS04350	IX87_12285	IX87_RS12015
N0.HOG0002596	OG0002520	n0	A1S_3110	GO593_04355	GO593_RS04355	IX87_12290	IX87_RS12020
N0.HOG0002597	OG0002521	n0	A1S_3112	GO593_04365	GO593_RS04365	IX87_12310	IX87_RS12040
N0.HOG0002598	OG0002522	n0	A1S_3113	GO593_04370	GO593_RS04370	IX87_12315	IX87_RS12045
N0.HOG0002599	OG0002523	n0	A1S_3114	GO593_04375	GO593_RS04375	IX87_12320	IX87_RS12050
N0.HOG0002600	OG0002524	n0	A1S_3115	GO593_04380	GO593_RS04380	IX87_12325	IX87_RS12055
N0.HOG0002601	OG0002525	n0	A1S_3118	GO593_04395	GO593_RS04395	IX87_12345	IX87_RS12075
N0.HOG0002602	OG0002526	n0	A1S_3119	GO593_04400	GO593_RS04400	IX87_12350	IX87_RS12080
N0.HOG0002603	OG0002527	n0	A1S_3122	GO593_04410	GO593_RS04410	IX87_12370	IX87_RS12100
N0.HOG0002604	OG0002528	n0	A1S_3123	GO593_04415	GO593_RS04415	IX87_12375	IX87_RS12105
N0.HOG0002605	OG0002529	n0	A1S_3124	GO593_04420	GO593_RS04420	IX87_12380	IX87_RS12110
N0.HOG0002606	OG0002530	n0	A1S_3125	GO593_04425	GO593_RS04425	IX87_12385	IX87_RS12115
N0.HOG0002607	OG0002531	n0	A1S_3126	GO593_04430	GO593_RS04430	IX87_12390	IX87_RS12120
N0.HOG0002608	OG0002532	n0	A1S_3127	GO593_04440	GO593_RS04440	IX87_12400	IX87_RS12130
N0.HOG0002609	OG0002533	n0	A1S_3128	GO593_04445	GO593_RS04445	IX87_12405	IX87_RS12135
N0.HOG0002610	OG0002534	n0	A1S_3129	GO593_04450	GO593_RS04450	IX87_12410	IX87_RS12140
N0.HOG0002611	OG0002535	n0	A1S_3130	GO593_04455	GO593_RS04455	IX87_12415	IX87_RS12145
N0.HOG0002612	OG0002536	n0	A1S_3131	GO593_04460	GO593_RS04460	IX87_12420	IX87_RS12150
N0.HOG0002613	OG0002537	n0	A1S_3134	GO593_04470	GO593_RS04470	IX87_12430	IX87_RS12160
N0.HOG0002614	OG0002538	n0	A1S_3136	GO593_04480	GO593_RS04480	IX87_12450	IX87_RS12180
N0.HOG0002615	OG0002539	n0	A1S_3137	GO593_04485	GO593_RS04485	IX87_12455	IX87_RS12185
N0.HOG0002616	OG0002540	n0	A1S_3138	GO593_04490	GO593_RS04490	IX87_12460	IX87_RS12190
N0.HOG0002617	OG0002541	n0	A1S_3139	GO593_04495	GO593_RS04495	IX87_12465	IX87_RS12195
N0.HOG0002618	OG0002542	n0	A1S_3140	GO593_04500	GO593_RS04500	IX87_12470	IX87_RS12200
N0.HOG0002619	OG0002543	n0	A1S_3141	GO593_04505	GO593_RS04505	IX87_12475	IX87_RS12205
N0.HOG0002620	OG0002544	n0	A1S_3142	GO593_04510	GO593_RS04510	IX87_12480	IX87_RS12210
N0.HOG0002621	OG0002545	n0	A1S_3143	GO593_04515	GO593_RS04515	IX87_12485	IX87_RS12215
N0.HOG0002622	OG0002546	n0	A1S_3144	GO593_04520	GO593_RS04520	IX87_12490	IX87_RS12220
N0.HOG0002623	OG0002547	n0	A1S_3147	GO593_04530	GO593_RS04530	IX87_12500	IX87_RS12230
N0.HOG0002624	OG0002548	n0	A1S_3148	GO593_04535	GO593_RS04535	IX87_12505	IX87_RS12235
N0.HOG0002625	OG0002549	n0	A1S_3149	GO593_04540	GO593_RS04540	IX87_12510	IX87_RS12240
N0.HOG0002626	OG0002550	n0	A1S_3150	GO593_04545	GO593_RS04545	IX87_12515	IX87_RS12245
N0.HOG0002627	OG0002551	n0	A1S_3151	GO593_04550	GO593_RS04550	IX87_12535	IX87_RS12265
N0.HOG0002628	OG0002552	n0	A1S_3152	GO593_04555	GO593_RS04555	IX87_12540	IX87_RS12270
N0.HOG0002629	OG0002553	n0	A1S_3153	GO593_04560	GO593_RS04560	IX87_12545	IX87_RS12275
N0.HOG0002630	OG0002554	n0	A1S_3154	GO593_04565	GO593_RS04565	IX87_12550	IX87_RS12280
N0.HOG0002631	OG0002555	n0	A1S_3155	GO593_04570	GO593_RS04570	IX87_12555	IX87_RS12285
N0.HOG0002632	OG0002556	n0	A1S_3157	GO593_04575	GO593_RS04575	IX87_12560	IX87_RS12290
N0.HOG0002633	OG0002557	n0	A1S_3158	GO593_04580	GO593_RS04580	IX87_12565	IX87_RS12295
