HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_AB030	Acinetobacter_baumannii_AB5075_UW	Acinetobacter_baumannii_ATCC_17978	Escherichia_coli_BW25113	Escherichia_coli_MG1655	Pseudomonas_aeruginosa_PAO1
N0.HOG0002470	OG0002400	n0	GO593_02065	IX87_09595	ABUW_0968	HKO16_13815			
N0.HOG0002471	OG0002401	n0	GO593_02085	IX87_09615	ABUW_0964	HKO16_13835			
N0.HOG0002472	OG0002402	n0	GO593_02095	IX87_09625	ABUW_0962	HKO16_13845			
N0.HOG0002473	OG0002403	n0	GO593_02125	IX87_09655	ABUW_0956	HKO16_13875			
N0.HOG0002474	OG0002404	n0	GO593_02150	IX87_09670	ABUW_0952	HKO16_13890			
N0.HOG0002475	OG0002405	n0	GO593_02240	IX87_09795	ABUW_0931	HKO16_14020			
N0.HOG0002476	OG0002406	n0	GO593_02280	IX87_09835	ABUW_0923	HKO16_14060			
N0.HOG0002477	OG0002407	n0	GO593_02285	IX87_09840	ABUW_0922	HKO16_14065			
N0.HOG0002478	OG0002408	n0	GO593_02320	IX87_09875	ABUW_0915	HKO16_14095			
N0.HOG0002479	OG0002409	n0	GO593_02325	IX87_09880	ABUW_0914	HKO16_14100			
N0.HOG0002480	OG0002410	n0	GO593_02330	IX87_09885	ABUW_0913	HKO16_14105			
N0.HOG0002481	OG0002411	n0	GO593_02350	IX87_09905	ABUW_0909	HKO16_14125			
N0.HOG0002482	OG0002412	n0	GO593_02375	IX87_09935	ABUW_0904	HKO16_14150			
N0.HOG0002483	OG0002413	n0	GO593_02385	IX87_09945	ABUW_0902	HKO16_14160			
N0.HOG0002484	OG0002414	n0	GO593_02390	IX87_09950	ABUW_0901	HKO16_14165			
N0.HOG0002485	OG0002415	n0	GO593_02415	IX87_09975	ABUW_0896	HKO16_14190			
N0.HOG0002486	OG0002416	n0	GO593_02420	IX87_09980	ABUW_0895	HKO16_14195			
N0.HOG0002487	OG0002417	n0	GO593_02455	IX87_10015	ABUW_0888	HKO16_14240			
N0.HOG0002488	OG0002418	n0	GO593_02460	IX87_10020	ABUW_0887	HKO16_14245			
N0.HOG0002489	OG0002419	n0	GO593_02465	IX87_10025	ABUW_0886	HKO16_14250			
N0.HOG0002490	OG0002420	n0	GO593_02470	IX87_10045	ABUW_0885	HKO16_14255			
N0.HOG0002491	OG0002421	n0	GO593_02595	IX87_10170	ABUW_0859	HKO16_14380			
N0.HOG0002492	OG0002422	n0	GO593_02600	IX87_10175	ABUW_0858	HKO16_14385			
N0.HOG0002493	OG0002423	n0	GO593_02610	IX87_10185	ABUW_0856	HKO16_14395			
N0.HOG0002494	OG0002424	n0	GO593_02635	IX87_10210	ABUW_0851	HKO16_14420			
N0.HOG0002495	OG0002425	n0	GO593_02665	IX87_10245	ABUW_0846	HKO16_14450			
N0.HOG0002496	OG0002426	n0	GO593_02670	IX87_10250	ABUW_0845	HKO16_14455			
N0.HOG0002497	OG0002427	n0	GO593_02695	IX87_10275	ABUW_0840	HKO16_14480			
N0.HOG0002498	OG0002428	n0	GO593_02700	IX87_10280	ABUW_0839	HKO16_14485			
N0.HOG0002499	OG0002429	n0	GO593_02705	IX87_10285	ABUW_0838	HKO16_14490			
N0.HOG0002500	OG0002430	n0	GO593_02710	IX87_10290	ABUW_0837	HKO16_14495			
N0.HOG0002501	OG0002431	n0	GO593_02725	IX87_10305	ABUW_0834	HKO16_14510			
N0.HOG0002502	OG0002432	n0	GO593_02730		ABUW_0833	HKO16_14515			PA5466
N0.HOG0002503	OG0002433	n0	GO593_02735	IX87_10315	ABUW_0832	HKO16_14520			
N0.HOG0002504	OG0002434	n0	GO593_02770	IX87_10345	ABUW_0826	HKO16_14550			
N0.HOG0002505	OG0002435	n0	GO593_02790	IX87_10370	ABUW_0822	HKO16_14570			
N0.HOG0002506	OG0002436	n0	GO593_02880	IX87_10725	ABUW_0721	HKO16_14660			
N0.HOG0002507	OG0002437	n0	GO593_02885	IX87_10730	ABUW_0720	HKO16_14665			
N0.HOG0002508	OG0002438	n0	GO593_02935	IX87_10780	ABUW_0710	HKO16_14715			
N0.HOG0002509	OG0002439	n0	GO593_02945	IX87_10790	ABUW_0708	HKO16_14725			
N0.HOG0002510	OG0002440	n0	GO593_02955	IX87_10820	ABUW_0706	HKO16_14740			
N0.HOG0002511	OG0002441	n0	GO593_02975	IX87_10840	ABUW_0703	HKO16_14760			
N0.HOG0002512	OG0002442	n0	GO593_02980	IX87_10845	ABUW_0702	HKO16_14765			
N0.HOG0002513	OG0002443	n0	GO593_02995	IX87_10860	ABUW_0699	HKO16_14780			
N0.HOG0002514	OG0002444	n0	GO593_03005	IX87_10870	ABUW_0697	HKO16_14790			
N0.HOG0002515	OG0002445	n0	GO593_03040	IX87_10905	ABUW_0690	HKO16_14825			
N0.HOG0002516	OG0002446	n0	GO593_03065	IX87_10930	ABUW_0683	HKO16_14850			
N0.HOG0002517	OG0002447	n0	GO593_03095	IX87_10960	ABUW_0677	HKO16_14880			
N0.HOG0002518	OG0002448	n0	GO593_03100	IX87_10965	ABUW_0676	HKO16_14885			
N0.HOG0002519	OG0002449	n0	GO593_03130	IX87_10995	ABUW_0667	HKO16_14915			
N0.HOG0002520	OG0002450	n0	GO593_03150	IX87_11015	ABUW_0663	HKO16_14935			
N0.HOG0002521	OG0002451	n0	GO593_03165	IX87_11030	ABUW_0660	HKO16_14950			
N0.HOG0002522	OG0002452	n0	GO593_03215	IX87_11085	ABUW_0649	HKO16_15005			
N0.HOG0002523	OG0002453	n0	GO593_03235	IX87_11105	ABUW_0645	HKO16_15025			
N0.HOG0002524	OG0002454	n0	GO593_03280	IX87_11150	ABUW_0636	HKO16_15070			
N0.HOG0002525	OG0002455	n0	GO593_03310	IX87_11195	ABUW_0630	HKO16_15100			
N0.HOG0002526	OG0002456	n0	GO593_03325	IX87_11210	ABUW_0627	HKO16_15115			
N0.HOG0002527	OG0002457	n0	GO593_03355	IX87_11240	ABUW_0621	HKO16_15145			
N0.HOG0002528	OG0002458	n0	GO593_03370	IX87_11255	ABUW_0618	HKO16_15160			
N0.HOG0002529	OG0002459	n0	GO593_03400	IX87_11285	ABUW_0612	HKO16_15190			
N0.HOG0002530	OG0002460	n0	GO593_03425	IX87_11310	ABUW_0607	HKO16_15215			
N0.HOG0002531	OG0002461	n0	GO593_03455	IX87_11330	ABUW_0603	HKO16_15235			
N0.HOG0002532	OG0002462	n0	GO593_03460	IX87_11335	ABUW_0602	HKO16_15240			
N0.HOG0002533	OG0002463	n0	GO593_03465	IX87_11340	ABUW_0601	HKO16_15245			
N0.HOG0002534	OG0002464	n0	GO593_03475	IX87_11350	ABUW_0599	HKO16_15255			
N0.HOG0002535	OG0002465	n0	GO593_03490	IX87_11365	ABUW_0597	HKO16_15265			
N0.HOG0002536	OG0002466	n0	GO593_03505	IX87_11400	ABUW_0593	HKO16_15285			
N0.HOG0002537	OG0002467	n0	GO593_03515	IX87_11410	ABUW_0591	HKO16_15295			
N0.HOG0002538	OG0002468	n0	GO593_03525	IX87_11420	ABUW_0589	HKO16_15305			
N0.HOG0002539	OG0002469	n0	GO593_03530	IX87_11425	ABUW_0588	HKO16_15310			
N0.HOG0002540	OG0002470	n0	GO593_03545	IX87_11440	ABUW_0585	HKO16_15325			
N0.HOG0002541	OG0002471	n0	GO593_03565	IX87_11490	ABUW_0535	HKO16_15380			
N0.HOG0002542	OG0002472	n0	GO593_03570	IX87_11495	ABUW_0534	HKO16_15385			
N0.HOG0002543	OG0002473	n0	GO593_03625	IX87_11550	ABUW_0523	HKO16_15440			
N0.HOG0002544	OG0002474	n0	GO593_03635	IX87_11560	ABUW_0521	HKO16_15450			
N0.HOG0002545	OG0002475	n0	GO593_03655	IX87_11580	ABUW_0517	HKO16_15675			
N0.HOG0002546	OG0002476	n0	GO593_03665	IX87_11590	ABUW_0515	HKO16_15685			
N0.HOG0002547	OG0002477	n0	GO593_03675	IX87_11600	ABUW_0513	HKO16_15695			
N0.HOG0002548	OG0002478	n0	GO593_03740	IX87_11665	ABUW_0500	HKO16_15760			
N0.HOG0002549	OG0002479	n0	GO593_03750	IX87_11675	ABUW_0498	HKO16_15770			
N0.HOG0002550	OG0002480	n0	GO593_03790	IX87_11715	ABUW_0490	HKO16_15810			
N0.HOG0002551	OG0002481	n0	GO593_03835	IX87_11760	ABUW_0480	HKO16_15855			
N0.HOG0002552	OG0002482	n0	GO593_03840	IX87_11765	ABUW_0479	HKO16_15860			
N0.HOG0002553	OG0002483	n0	GO593_03870	IX87_11795	ABUW_0473	HKO16_15890			
N0.HOG0002554	OG0002484	n0	GO593_03890	IX87_11815	ABUW_0469	HKO16_15910			
N0.HOG0002555	OG0002485	n0	GO593_03895	IX87_11820	ABUW_0468	HKO16_15915			
N0.HOG0002556	OG0002486	n0	GO593_03900	IX87_11825	ABUW_0467	HKO16_15920			
N0.HOG0002557	OG0002487	n0	GO593_03905	IX87_11830	ABUW_0466	HKO16_15925			
N0.HOG0002558	OG0002488	n0	GO593_03935	IX87_11860	ABUW_0460	HKO16_15955			
N0.HOG0002559	OG0002489	n0	GO593_03940	IX87_11865	ABUW_0459	HKO16_15960			
N0.HOG0002560	OG0002490	n0	GO593_03965		ABUW_0454	HKO16_15985			PA4288
N0.HOG0002561	OG0002491	n0	GO593_03975	IX87_11900	ABUW_0452	HKO16_15995			
N0.HOG0002562	OG0002492	n0	GO593_03990	IX87_11920	ABUW_0449	HKO16_16010			
N0.HOG0002563	OG0002493	n0	GO593_04030	IX87_11960	ABUW_0441	HKO16_16050			
N0.HOG0002564	OG0002494	n0	GO593_04035	IX87_11965	ABUW_0440	HKO16_16055			
N0.HOG0002565	OG0002495	n0	GO593_04040	IX87_11970	ABUW_0439	HKO16_16060			
N0.HOG0002566	OG0002496	n0	GO593_04045	IX87_11975	ABUW_0438	HKO16_16065			
N0.HOG0002567	OG0002497	n0	GO593_04050	IX87_11985	ABUW_0436	HKO16_16070			
N0.HOG0002568	OG0002498	n0	GO593_04245	IX87_12180	ABUW_0397	HKO16_16270			
N0.HOG0002569	OG0002499	n0	GO593_04260	IX87_12195	ABUW_0394	HKO16_16285			
N0.HOG0002570	OG0002500	n0	GO593_04295	IX87_12230	ABUW_0387	HKO16_16320			
N0.HOG0002571	OG0002501	n0	GO593_04320	IX87_12255	ABUW_0382	HKO16_16345			
N0.HOG0002572	OG0002502	n0	GO593_04325	IX87_12260	ABUW_0381	HKO16_16350			
N0.HOG0002573	OG0002503	n0	GO593_04355	IX87_12290	ABUW_0375	HKO16_16380			
N0.HOG0002574	OG0002504	n0	GO593_04365	IX87_12310	ABUW_0373	HKO16_16390			
N0.HOG0002575	OG0002505	n0	GO593_04380	IX87_12325	ABUW_0370	HKO16_16405			
N0.HOG0002576	OG0002506	n0	GO593_04385	IX87_12330	ABUW_0369	HKO16_16410			
N0.HOG0002577	OG0002507	n0	GO593_04420	IX87_12380	ABUW_0360	HKO16_16455			
N0.HOG0002578	OG0002508	n0	GO593_04425	IX87_12385	ABUW_0359	HKO16_16460			
N0.HOG0002579	OG0002509	n0	GO593_04430	IX87_12390	ABUW_0358	HKO16_16465			
N0.HOG0002580	OG0002510	n0	GO593_04435	IX87_12395	ABUW_0357	HKO16_16470			
N0.HOG0002581	OG0002511	n0	GO593_04440	IX87_12400	ABUW_0356	HKO16_16475			
N0.HOG0002582	OG0002512	n0	GO593_04470	IX87_12430	ABUW_0350	HKO16_16505			
N0.HOG0002583	OG0002513	n0	GO593_04480	IX87_12450	ABUW_0346	HKO16_16515			
N0.HOG0002584	OG0002514	n0	GO593_04490	IX87_12460	ABUW_0344	HKO16_16525			
N0.HOG0002585	OG0002515	n0	GO593_04495	IX87_12465	ABUW_0343	HKO16_16530			
N0.HOG0002586	OG0002516	n0	GO593_04500	IX87_12470	ABUW_0342	HKO16_16535			
N0.HOG0002587	OG0002517	n0	GO593_04505	IX87_12475	ABUW_0341	HKO16_16540			
N0.HOG0002588	OG0002518	n0	GO593_04530	IX87_12500	ABUW_0336	HKO16_16565			
N0.HOG0002589	OG0002519	n0	GO593_04545	IX87_12515	ABUW_0333	HKO16_16580			
N0.HOG0002590	OG0002520	n0	GO593_04565	IX87_12550	ABUW_0329	HKO16_16600			
N0.HOG0002591	OG0002521	n0	GO593_04570	IX87_12555	ABUW_0328	HKO16_16605			
N0.HOG0002592	OG0002522	n0	GO593_04620	IX87_12605	ABUW_0318	HKO16_16655			
N0.HOG0002593	OG0002523	n0	GO593_04630	IX87_12615	ABUW_0316	HKO16_16665			
N0.HOG0002594	OG0002524	n0	GO593_04635	IX87_12620	ABUW_0315	HKO16_16670			
N0.HOG0002595	OG0002525	n0	GO593_04690	IX87_12670	ABUW_0305	HKO16_16725			
N0.HOG0002596	OG0002526	n0	GO593_04705	IX87_12685	ABUW_0303	HKO16_16735			
N0.HOG0002597	OG0002527	n0	GO593_04720	IX87_12700	ABUW_0300	HKO16_16750			
N0.HOG0002598	OG0002528	n0	GO593_04735	IX87_12715	ABUW_0297	HKO16_16765			
N0.HOG0002599	OG0002529	n0	GO593_04825	IX87_12865	ABUW_0279	HKO16_16855			
N0.HOG0002600	OG0002530	n0	GO593_04850	IX87_12895	ABUW_0274	HKO16_16880			
N0.HOG0002601	OG0002531	n0	GO593_04870	IX87_12920	ABUW_0270	HKO16_16900			
N0.HOG0002602	OG0002532	n0	GO593_04920	IX87_12995	ABUW_0260	HKO16_16965			
N0.HOG0002603	OG0002533	n0	GO593_04985	IX87_13055	ABUW_0248	HKO16_17030			
N0.HOG0002604	OG0002534	n0	GO593_04990	IX87_13060	ABUW_0247	HKO16_17035			
N0.HOG0002605	OG0002535	n0	GO593_05010	IX87_13085	ABUW_0243	HKO16_17060			
N0.HOG0002606	OG0002536	n0	GO593_05030	IX87_13105	ABUW_0239	HKO16_17080			
N0.HOG0002607	OG0002537	n0	GO593_05035	IX87_13110	ABUW_0238	HKO16_17085			
N0.HOG0002608	OG0002538	n0	GO593_05045	IX87_13120	ABUW_0236	HKO16_17095			
N0.HOG0002609	OG0002539	n0	GO593_05050	IX87_13125	ABUW_0235	HKO16_17100			
N0.HOG0002610	OG0002540	n0	GO593_05060	IX87_13135	ABUW_0233	HKO16_17110			
N0.HOG0002611	OG0002541	n0	GO593_05095	IX87_13255	ABUW_0227	HKO16_17155			
N0.HOG0002612	OG0002542	n0	GO593_05100	IX87_13260	ABUW_0226	HKO16_17160			
N0.HOG0002613	OG0002543	n0	GO593_05120	IX87_13285	ABUW_0219	HKO16_17205			
N0.HOG0002614	OG0002544	n0	GO593_05130	IX87_13295	ABUW_0217	HKO16_17215			
N0.HOG0002615	OG0002545	n0	GO593_05140	IX87_13305	ABUW_0215	HKO16_17225			
N0.HOG0002616	OG0002546	n0	GO593_05160	IX87_13375	ABUW_0210	HKO16_17255			
N0.HOG0002617	OG0002547	n0	GO593_05165	IX87_13380	ABUW_0209	HKO16_17260			
N0.HOG0002618	OG0002548	n0	GO593_05205	IX87_13420	ABUW_0201	HKO16_17300			
N0.HOG0002619	OG0002549	n0	GO593_05215	IX87_13430	ABUW_0199	HKO16_17310			
N0.HOG0002620	OG0002550	n0	GO593_05220	IX87_13435	ABUW_0198	HKO16_17315			
N0.HOG0002621	OG0002551	n0	GO593_05270	IX87_13450	ABUW_0195	HKO16_17330			
N0.HOG0002622	OG0002552	n0	GO593_05275	IX87_13455	ABUW_0194	HKO16_17335			
N0.HOG0002623	OG0002553	n0	GO593_05285	IX87_13465	ABUW_0192	HKO16_17345			
N0.HOG0002624	OG0002554	n0	GO593_05290	IX87_13470	ABUW_0191	HKO16_17350			
N0.HOG0002625	OG0002555	n0	GO593_05305	IX87_13485	ABUW_0188	HKO16_17365			
N0.HOG0002626	OG0002556	n0	GO593_05310	IX87_13490	ABUW_0187	HKO16_17370			
N0.HOG0002627	OG0002557	n0	GO593_05340	IX87_13530	ABUW_0181	HKO16_17400			
N0.HOG0002628	OG0002558	n0	GO593_05360	IX87_13550	ABUW_0177	HKO16_17420			
N0.HOG0002629	OG0002559	n0	GO593_05410	IX87_13600	ABUW_0166	HKO16_17470			
N0.HOG0002630	OG0002560	n0	GO593_05455	IX87_13655	ABUW_0157	HKO16_17515			
N0.HOG0002631	OG0002561	n0	GO593_05475	IX87_13675	ABUW_0153	HKO16_17535			
N0.HOG0002632	OG0002562	n0	GO593_05520	IX87_13720	ABUW_0144	HKO16_17580			
N0.HOG0002633	OG0002563	n0	GO593_05525	IX87_13735	ABUW_0143	HKO16_17585			
N0.HOG0002634	OG0002564	n0	GO593_05545	IX87_13770	ABUW_0139	HKO16_17610			
N0.HOG0002635	OG0002565	n0	GO593_05550	IX87_13775	ABUW_0138	HKO16_17615			
N0.HOG0002636	OG0002566	n0	GO593_05565	IX87_13790	ABUW_0135	HKO16_17630			
N0.HOG0002637	OG0002567	n0	GO593_05570	IX87_13795	ABUW_0134	HKO16_17635			
N0.HOG0002638	OG0002568	n0	GO593_05575	IX87_13800	ABUW_0133	HKO16_17640			
N0.HOG0002639	OG0002569	n0	GO593_05585	IX87_13810	ABUW_0131	HKO16_17650			
N0.HOG0002640	OG0002570	n0	GO593_05635	IX87_13855	ABUW_0122	HKO16_17695			
N0.HOG0002641	OG0002571	n0	GO593_05670	IX87_13910	ABUW_0112	HKO16_00565			
N0.HOG0002642	OG0002572	n0	GO593_05685	IX87_13925	ABUW_0109	HKO16_00550			
N0.HOG0002643	OG0002573	n0	GO593_05695	IX87_13935	ABUW_0107	HKO16_00540			
N0.HOG0002644	OG0002574	n0	GO593_05750	IX87_13980	ABUW_0098	HKO16_00485			
N0.HOG0002645	OG0002575	n0	GO593_05760	IX87_13990	ABUW_0096	HKO16_00475			
N0.HOG0002646	OG0002576	n0	GO593_05800	IX87_14030	ABUW_0084	HKO16_00420			
N0.HOG0002647	OG0002577	n0	GO593_05805	IX87_14035	ABUW_0083	HKO16_00415			
N0.HOG0002648	OG0002578	n0	GO593_05810	IX87_14040	ABUW_0082	HKO16_00410			
N0.HOG0002649	OG0002579	n0	GO593_05860	IX87_14090	ABUW_0072	HKO16_00360			
N0.HOG0002650	OG0002580	n0	GO593_05880	IX87_14110	ABUW_0068	HKO16_00340			
N0.HOG0002651	OG0002581	n0	GO593_05920	IX87_14150	ABUW_0060	HKO16_00300			
N0.HOG0002652	OG0002582	n0	GO593_05930	IX87_14160	ABUW_0058	HKO16_00290			
N0.HOG0002653	OG0002583	n0	GO593_05965	IX87_14195	ABUW_0051	HKO16_00255			
N0.HOG0002654	OG0002584	n0	GO593_05980	IX87_14210	ABUW_0048	HKO16_00240			
N0.HOG0002655	OG0002585	n0	GO593_05995	IX87_14225	ABUW_0045	HKO16_00225			
N0.HOG0002656	OG0002586	n0	GO593_06005	IX87_14230	ABUW_0044	HKO16_00215			
N0.HOG0002657	OG0002587	n0	GO593_06035	IX87_14260	ABUW_0038	HKO16_00185			
N0.HOG0002658	OG0002588	n0	GO593_06045	IX87_14270	ABUW_0036	HKO16_00175			
N0.HOG0002659	OG0002589	n0	GO593_06075	IX87_14300	ABUW_0029	HKO16_00145			
N0.HOG0002660	OG0002590	n0	GO593_06085	IX87_14310	ABUW_0027	HKO16_00135			
N0.HOG0002661	OG0002591	n0	GO593_06105	IX87_14330	ABUW_0023	HKO16_00115			
N0.HOG0002662	OG0002592	n0	GO593_06110	IX87_14335	ABUW_0022	HKO16_00110			
N0.HOG0002663	OG0002593	n0	GO593_06115	IX87_14345	ABUW_0021	HKO16_00105			
N0.HOG0002664	OG0002594	n0	GO593_06195	IX87_14420	ABUW_0006	HKO16_00030			
N0.HOG0002665	OG0002595	n0	GO593_06200	IX87_14425	ABUW_0005	HKO16_00025			
N0.HOG0002666	OG0002596	n0	GO593_06280	IX87_14520	ABUW_3894	HKO16_19080			
N0.HOG0002667	OG0002597	n0	GO593_06290	IX87_14530	ABUW_3892	HKO16_19070			
N0.HOG0002668	OG0002598	n0	GO593_06305	IX87_14545	ABUW_3889	HKO16_19055			
N0.HOG0002669	OG0002599	n0	GO593_06335	IX87_14580	ABUW_3882	HKO16_19025			
N0.HOG0002670	OG0002600	n0	GO593_06340	IX87_14585	ABUW_3881	HKO16_19020			
N0.HOG0002671	OG0002601	n0	GO593_06345	IX87_14590	ABUW_3880	HKO16_19015			
N0.HOG0002672	OG0002602	n0	GO593_06370	IX87_14620	ABUW_3875	HKO16_18990			
N0.HOG0002673	OG0002603	n0	GO593_06375	IX87_14625	ABUW_3874	HKO16_18985			
N0.HOG0002674	OG0002604	n0	GO593_06380	IX87_14630	ABUW_3873	HKO16_18980			
N0.HOG0002675	OG0002605	n0	GO593_06415	IX87_14665	ABUW_3866	HKO16_18945			
N0.HOG0002676	OG0002606	n0	GO593_06445	IX87_14695	ABUW_3860	HKO16_18915			
N0.HOG0002677	OG0002607	n0	GO593_06490	IX87_14740	ABUW_3851	HKO16_18870			
N0.HOG0002678	OG0002608	n0	GO593_06495	IX87_14745	ABUW_3850	HKO16_18865			
N0.HOG0002679	OG0002609	n0	GO593_06530	IX87_14780	ABUW_3843	HKO16_18830			
N0.HOG0002680	OG0002610	n0	GO593_06535	IX87_14785	ABUW_3842	HKO16_18825			
N0.HOG0002681	OG0002611	n0	GO593_06745, GO593_06565		ABUW_4117, ABUW_4120				
N0.HOG0002682	OG0002612	n0	GO593_06640		ABUW_3669	HKO16_17810			PA2279
N0.HOG0002683	OG0002613	n0	GO593_06645		ABUW_3671	HKO16_17815			PA2280
N0.HOG0002684	OG0002614	n0	GO593_06665	IX87_12725, IX87_12755		HKO16_17835			
N0.HOG0002685	OG0002615	n0	GO593_06680	IX87_13165	ABUW_4048	HKO16_17850			
N0.HOG0002686	OG0002616	n0	GO593_06790, GO593_18925			HKO16_01115, HKO16_17970			
N0.HOG0002687	OG0002617	n0	GO593_06800	IX87_14805	ABUW_3839	HKO16_18805			
N0.HOG0002688	OG0002618	n0	GO593_06870			HKO16_18735	BW25113_2033	b2033	
N0.HOG0002689	OG0002619	n0	GO593_06890			HKO16_18715	BW25113_3628	b3628	
N0.HOG0002690	OG0002620	n0	GO593_07045	IX87_15025	ABUW_3798	HKO16_18560			
N0.HOG0002691	OG0002621	n0	GO593_07050	IX87_15030	ABUW_3796	HKO16_18555			
N0.HOG0002692	OG0002622	n0	GO593_07065	IX87_15045	ABUW_3793	HKO16_18540			
N0.HOG0002693	OG0002623	n0	GO593_07070	IX87_15050	ABUW_3792	HKO16_18535			
N0.HOG0002694	OG0002624	n0	GO593_07140	IX87_15120	ABUW_3778	HKO16_18465			
N0.HOG0002695	OG0002625	n0	GO593_07155	IX87_15135	ABUW_3775	HKO16_18450			
N0.HOG0002696	OG0002626	n0	GO593_07165	IX87_15155	ABUW_3773	HKO16_18440			
N0.HOG0002697	OG0002627	n0	GO593_07170	IX87_15160	ABUW_3772	HKO16_18435			
N0.HOG0002698	OG0002628	n0	GO593_07175	IX87_15165	ABUW_3771	HKO16_18430			
N0.HOG0002699	OG0002629	n0	GO593_07190	IX87_15180	ABUW_3768	HKO16_18415			
N0.HOG0002700	OG0002630	n0	GO593_07195	IX87_15185	ABUW_3767	HKO16_18410			
N0.HOG0002701	OG0002631	n0	GO593_07220	IX87_15210	ABUW_3762	HKO16_18385			
N0.HOG0002702	OG0002632	n0	GO593_07230	IX87_15220	ABUW_3760	HKO16_18375			
N0.HOG0002703	OG0002633	n0	GO593_07235	IX87_15225	ABUW_3759	HKO16_18370			
N0.HOG0002704	OG0002634	n0	GO593_07250	IX87_15240	ABUW_3756	HKO16_18355			
N0.HOG0002705	OG0002635	n0	GO593_07270	IX87_15260	ABUW_3752	HKO16_18335			
N0.HOG0002706	OG0002636	n0	GO593_07280	IX87_15270	ABUW_3750	HKO16_18325			
N0.HOG0002707	OG0002637	n0	GO593_07380	IX87_15370	ABUW_3730	HKO16_18220			
N0.HOG0002708	OG0002638	n0	GO593_07390	IX87_15380	ABUW_3728	HKO16_18210			
N0.HOG0002709	OG0002639	n0	GO593_07430	IX87_15420	ABUW_3720	HKO16_18170			
N0.HOG0002710	OG0002640	n0	GO593_07440	IX87_15430	ABUW_3718	HKO16_18160			
N0.HOG0002711	OG0002641	n0	GO593_07445	IX87_15435	ABUW_3717	HKO16_18155			
N0.HOG0002712	OG0002642	n0	GO593_07450	IX87_15440	ABUW_3716	HKO16_18150			
N0.HOG0002713	OG0002643	n0	GO593_07480	IX87_15470	ABUW_3710	HKO16_18120			
N0.HOG0002714	OG0002644	n0	GO593_07490	IX87_15480	ABUW_3708	HKO16_18110			
N0.HOG0002715	OG0002645	n0	GO593_07495	IX87_15485	ABUW_3707	HKO16_18105			
N0.HOG0002716	OG0002646	n0	GO593_07500	IX87_15490	ABUW_3706	HKO16_18100			
N0.HOG0002717	OG0002647	n0	GO593_07510	IX87_15500	ABUW_3704	HKO16_18090			
N0.HOG0002718	OG0002648	n0	GO593_07520	IX87_15510	ABUW_3702	HKO16_18080			
N0.HOG0002719	OG0002649	n0	GO593_07545	IX87_15545	ABUW_3696	HKO16_18055			
N0.HOG0002720	OG0002650	n0	GO593_07580	IX87_15580	ABUW_3688	HKO16_18020			
N0.HOG0002721	OG0002651	n0	GO593_07615	IX87_15625	ABUW_3680	HKO16_17985			
N0.HOG0002722	OG0002652	n0	GO593_07650	IX87_15660	ABUW_3651	HKO16_01200			
N0.HOG0002723	OG0002653	n0	GO593_07660	IX87_15670	ABUW_3649	HKO16_01210			
N0.HOG0002724	OG0002654	n0	GO593_07665	IX87_15675	ABUW_3648	HKO16_01215			
N0.HOG0002725	OG0002655	n0	GO593_07720	IX87_15745	ABUW_3637	HKO16_01270			
N0.HOG0002726	OG0002656	n0	GO593_07750	IX87_15775	ABUW_3631	HKO16_01300			
N0.HOG0002727	OG0002657	n0	GO593_07790	IX87_15815	ABUW_3623	HKO16_01340			
N0.HOG0002728	OG0002658	n0	GO593_07840	IX87_15865	ABUW_3613	HKO16_01390			
N0.HOG0002729	OG0002659	n0	GO593_07845	IX87_15870	ABUW_3612	HKO16_01395			
N0.HOG0002730	OG0002660	n0	GO593_07850	IX87_15875	ABUW_3611	HKO16_01400			
N0.HOG0002731	OG0002661	n0	GO593_07865	IX87_15890	ABUW_3608	HKO16_01420			
N0.HOG0002732	OG0002662	n0	GO593_07870	IX87_15895	ABUW_3607	HKO16_01425			
N0.HOG0002733	OG0002663	n0	GO593_07880	IX87_15905	ABUW_3605	HKO16_01435			
N0.HOG0002734	OG0002664	n0	GO593_07965	IX87_15995	ABUW_3588	HKO16_01520			
N0.HOG0002735	OG0002665	n0	GO593_07970	IX87_16000	ABUW_3587	HKO16_01525			
N0.HOG0002736	OG0002666	n0	GO593_08005	IX87_16035	ABUW_3580	HKO16_01560			
N0.HOG0002737	OG0002667	n0	GO593_08010	IX87_16040	ABUW_3579	HKO16_01565			
N0.HOG0002738	OG0002668	n0	GO593_08015	IX87_16045	ABUW_3578	HKO16_01570			
N0.HOG0002739	OG0002669	n0	GO593_08020	IX87_16050	ABUW_3577	HKO16_01575			
N0.HOG0002740	OG0002670	n0	GO593_08025	IX87_16055	ABUW_3576	HKO16_01580			
N0.HOG0002741	OG0002671	n0	GO593_08030	IX87_16060	ABUW_3575	HKO16_01585			
N0.HOG0002742	OG0002672	n0	GO593_08035	IX87_16065	ABUW_3574	HKO16_01595			
N0.HOG0002743	OG0002673	n0	GO593_08060	IX87_16105	ABUW_3569	HKO16_01620			
N0.HOG0002744	OG0002674	n0	GO593_08100	IX87_16145	ABUW_3561	HKO16_01660			
N0.HOG0002745	OG0002675	n0	GO593_08125	IX87_16170	ABUW_3556	HKO16_01685			
N0.HOG0002746	OG0002676	n0	GO593_08130	IX87_16175	ABUW_3555	HKO16_01690			
